date,year,month,latitude,longitude,co2_ppm
2003-01-01,2003,1,27.000000,81.000000,375.435486
2003-01-01,2003,1,27.000000,81.750000,375.340179
2003-01-01,2003,1,27.000000,82.500000,375.371796
2003-01-01,2003,1,27.000000,83.250000,375.218475
2003-01-01,2003,1,27.000000,84.000000,375.134003
2003-01-01,2003,1,27.000000,84.750000,375.062073
2003-01-01,2003,1,27.000000,85.500000,375.098328
2003-01-01,2003,1,27.000000,86.250000,375.064941
2003-01-01,2003,1,27.000000,87.000000,374.900848
2003-01-01,2003,1,27.000000,87.750000,374.548248
2003-01-01,2003,1,27.000000,88.500000,374.408417
2003-01-01,2003,1,27.000000,89.250000,374.028381
2003-01-01,2003,1,27.000000,90.000000,373.845398
2003-01-01,2003,1,27.000000,90.750000,372.723938
2003-01-01,2003,1,27.000000,91.500000,373.072144
2003-01-01,2003,1,27.000000,92.250000,373.455353
2003-01-01,2003,1,27.000000,93.000000,373.573364
2003-01-01,2003,1,27.000000,93.750000,374.049988
2003-01-01,2003,1,27.000000,94.500000,373.877930
2003-01-01,2003,1,27.000000,95.250000,373.593750
2003-01-01,2003,1,27.000000,96.000000,372.984375
2003-01-01,2003,1,27.000000,96.750000,373.352203
2003-01-01,2003,1,27.000000,97.500000,373.454865
2003-01-01,2003,1,26.250000,73.500000,375.369659
2003-01-01,2003,1,26.250000,74.250000,375.273682
2003-01-01,2003,1,26.250000,75.000000,375.277954
2003-01-01,2003,1,26.250000,75.750000,375.376465
2003-01-01,2003,1,26.250000,76.500000,375.382629
2003-01-01,2003,1,26.250000,77.250000,375.331573
2003-01-01,2003,1,26.250000,78.000000,375.367645
2003-01-01,2003,1,26.250000,78.750000,375.408356
2003-01-01,2003,1,26.250000,79.500000,375.483765
2003-01-01,2003,1,26.250000,80.250000,375.554474
2003-01-01,2003,1,26.250000,81.000000,375.519989
2003-01-01,2003,1,26.250000,81.750000,375.400482
2003-01-01,2003,1,26.250000,82.500000,375.368591
2003-01-01,2003,1,26.250000,83.250000,375.349701
2003-01-01,2003,1,26.250000,84.000000,375.269196
2003-01-01,2003,1,26.250000,84.750000,375.174286
2003-01-01,2003,1,26.250000,85.500000,375.137207
2003-01-01,2003,1,26.250000,86.250000,375.199219
2003-01-01,2003,1,26.250000,87.000000,375.140137
2003-01-01,2003,1,26.250000,87.750000,374.990936
2003-01-01,2003,1,26.250000,88.500000,374.873352
2003-01-01,2003,1,26.250000,89.250000,374.532837
2003-01-01,2003,1,26.250000,90.000000,374.177124
2003-01-01,2003,1,26.250000,90.750000,373.942749
2003-01-01,2003,1,26.250000,91.500000,373.942261
2003-01-01,2003,1,26.250000,92.250000,373.955017
2003-01-01,2003,1,26.250000,93.000000,373.958740
2003-01-01,2003,1,26.250000,93.750000,373.899078
2003-01-01,2003,1,26.250000,94.500000,373.704407
2003-01-01,2003,1,26.250000,95.250000,373.282501
2003-01-01,2003,1,26.250000,96.000000,372.898224
2003-01-01,2003,1,26.250000,96.750000,373.629639
2003-01-01,2003,1,26.250000,97.500000,374.135040
2003-01-01,2003,1,25.500000,73.500000,375.248444
2003-01-01,2003,1,25.500000,74.250000,375.261047
2003-01-01,2003,1,25.500000,75.000000,375.323944
2003-01-01,2003,1,25.500000,75.750000,375.440094
2003-01-01,2003,1,25.500000,76.500000,375.434753
2003-01-01,2003,1,25.500000,77.250000,375.262604
2003-01-01,2003,1,25.500000,78.000000,375.294128
2003-01-01,2003,1,25.500000,78.750000,375.380157
2003-01-01,2003,1,25.500000,79.500000,375.413452
2003-01-01,2003,1,25.500000,80.250000,375.407013
2003-01-01,2003,1,25.500000,81.000000,375.407715
2003-01-01,2003,1,25.500000,81.750000,375.448059
2003-01-01,2003,1,25.500000,82.500000,375.472412
2003-01-01,2003,1,25.500000,83.250000,375.437744
2003-01-01,2003,1,25.500000,84.000000,375.404663
2003-01-01,2003,1,25.500000,84.750000,375.391388
2003-01-01,2003,1,25.500000,85.500000,375.308685
2003-01-01,2003,1,25.500000,86.250000,375.248840
2003-01-01,2003,1,25.500000,87.000000,375.193512
2003-01-01,2003,1,25.500000,87.750000,375.078339
2003-01-01,2003,1,25.500000,88.500000,374.877014
2003-01-01,2003,1,25.500000,89.250000,374.627106
2003-01-01,2003,1,25.500000,90.000000,374.274017
2003-01-01,2003,1,25.500000,90.750000,373.997375
2003-01-01,2003,1,25.500000,91.500000,373.982056
2003-01-01,2003,1,25.500000,92.250000,373.836456
2003-01-01,2003,1,25.500000,93.000000,373.931549
2003-01-01,2003,1,25.500000,93.750000,373.823120
2003-01-01,2003,1,25.500000,94.500000,373.859161
2003-01-01,2003,1,25.500000,95.250000,372.951721
2003-01-01,2003,1,25.500000,96.000000,373.302765
2003-01-01,2003,1,25.500000,96.750000,374.105011
2003-01-01,2003,1,25.500000,97.500000,374.057251
2003-01-01,2003,1,24.750000,73.500000,375.238129
2003-01-01,2003,1,24.750000,74.250000,375.391693
2003-01-01,2003,1,24.750000,75.000000,375.398285
2003-01-01,2003,1,24.750000,75.750000,375.502014
2003-01-01,2003,1,24.750000,76.500000,375.539337
2003-01-01,2003,1,24.750000,77.250000,375.413116
2003-01-01,2003,1,24.750000,78.000000,375.378540
2003-01-01,2003,1,24.750000,78.750000,375.390961
2003-01-01,2003,1,24.750000,79.500000,375.400299
2003-01-01,2003,1,24.750000,80.250000,375.344727
2003-01-01,2003,1,24.750000,81.000000,375.326447
2003-01-01,2003,1,24.750000,81.750000,375.408691
2003-01-01,2003,1,24.750000,82.500000,375.446472
2003-01-01,2003,1,24.750000,83.250000,375.335144
2003-01-01,2003,1,24.750000,84.000000,375.299774
2003-01-01,2003,1,24.750000,84.750000,375.317078
2003-01-01,2003,1,24.750000,85.500000,375.243195
2003-01-01,2003,1,24.750000,86.250000,375.126465
2003-01-01,2003,1,24.750000,87.000000,375.090118
2003-01-01,2003,1,24.750000,87.750000,375.071594
2003-01-01,2003,1,24.750000,88.500000,374.972229
2003-01-01,2003,1,24.750000,89.250000,374.657074
2003-01-01,2003,1,24.750000,90.000000,374.425598
2003-01-01,2003,1,24.750000,90.750000,374.358093
2003-01-01,2003,1,24.750000,91.500000,374.260956
2003-01-01,2003,1,24.750000,92.250000,374.159393
2003-01-01,2003,1,24.750000,93.000000,374.008057
2003-01-01,2003,1,24.750000,93.750000,373.842285
2003-01-01,2003,1,24.750000,94.500000,373.626038
2003-01-01,2003,1,24.750000,95.250000,373.496979
2003-01-01,2003,1,24.750000,96.000000,373.662476
2003-01-01,2003,1,24.750000,96.750000,374.031097
2003-01-01,2003,1,24.750000,97.500000,374.055389
2003-01-01,2003,1,24.000000,73.500000,375.428131
2003-01-01,2003,1,24.000000,74.250000,375.543671
2003-01-01,2003,1,24.000000,75.000000,375.497925
2003-01-01,2003,1,24.000000,75.750000,375.523865
2003-01-01,2003,1,24.000000,76.500000,375.531677
2003-01-01,2003,1,24.000000,77.250000,375.466888
2003-01-01,2003,1,24.000000,78.000000,375.478180
2003-01-01,2003,1,24.000000,78.750000,375.435516
2003-01-01,2003,1,24.000000,79.500000,375.427887
2003-01-01,2003,1,24.000000,80.250000,375.345703
2003-01-01,2003,1,24.000000,81.000000,375.364960
2003-01-01,2003,1,24.000000,81.750000,375.367767
2003-01-01,2003,1,24.000000,82.500000,375.316528
2003-01-01,2003,1,24.000000,83.250000,375.246826
2003-01-01,2003,1,24.000000,84.000000,375.199341
2003-01-01,2003,1,24.000000,84.750000,375.122375
2003-01-01,2003,1,24.000000,85.500000,375.012939
2003-01-01,2003,1,24.000000,86.250000,375.097504
2003-01-01,2003,1,24.000000,87.000000,375.089172
2003-01-01,2003,1,24.000000,87.750000,375.107727
2003-01-01,2003,1,24.000000,88.500000,375.101379
2003-01-01,2003,1,24.000000,89.250000,374.836243
2003-01-01,2003,1,24.000000,90.000000,374.604462
2003-01-01,2003,1,24.000000,90.750000,374.483093
2003-01-01,2003,1,24.000000,91.500000,374.270691
2003-01-01,2003,1,24.000000,92.250000,374.064331
2003-01-01,2003,1,24.000000,93.000000,373.867767
2003-01-01,2003,1,24.000000,93.750000,373.496185
2003-01-01,2003,1,24.000000,94.500000,373.516663
2003-01-01,2003,1,24.000000,95.250000,373.703888
2003-01-01,2003,1,24.000000,96.000000,374.018951
2003-01-01,2003,1,24.000000,96.750000,374.298401
2003-01-01,2003,1,24.000000,97.500000,374.095001
2003-01-01,2003,1,23.250000,73.500000,375.618042
2003-01-01,2003,1,23.250000,74.250000,375.645325
2003-01-01,2003,1,23.250000,75.000000,375.585571
2003-01-01,2003,1,23.250000,75.750000,375.588928
2003-01-01,2003,1,23.250000,76.500000,375.616608
2003-01-01,2003,1,23.250000,77.250000,375.673737
2003-01-01,2003,1,23.250000,78.000000,375.626160
2003-01-01,2003,1,23.250000,78.750000,375.560303
2003-01-01,2003,1,23.250000,79.500000,375.519623
2003-01-01,2003,1,23.250000,80.250000,375.408966
2003-01-01,2003,1,23.250000,81.000000,375.292725
2003-01-01,2003,1,23.250000,81.750000,375.233002
2003-01-01,2003,1,23.250000,82.500000,375.194885
2003-01-01,2003,1,23.250000,83.250000,375.087402
2003-01-01,2003,1,23.250000,84.000000,375.024719
2003-01-01,2003,1,23.250000,84.750000,375.001404
