location,date,requested_latitude,requested_longitude,latitude,longitude,co2_ppm,grid_latitude,grid_longitude
Shimla,2010-11-01,31.104800,77.173400,30.750000,77.250000,389.846283,30.750000,77.250000
Shimla,2010-12-01,31.104800,77.173400,30.750000,77.250000,391.015625,30.750000,77.250000
Shimla,2011-01-01,31.104800,77.173400,30.750000,77.250000,391.932373,30.750000,77.250000
Shimla,2011-02-01,31.104800,77.173400,30.750000,77.250000,392.491180,30.750000,77.250000
Shimla,2011-03-01,31.104800,77.173400,30.750000,77.250000,393.524048,30.750000,77.250000
Shimla,2011-04-01,31.104800,77.173400,30.750000,77.250000,395.208649,30.750000,77.250000
Shimla,2011-05-01,31.104800,77.173400,30.750000,77.250000,396.700409,30.750000,77.250000
Shimla,2011-06-01,31.104800,77.173400,30.750000,77.250000,397.339325,30.750000,77.250000
Shimla,2011-07-01,31.104800,77.173400,30.750000,77.250000,395.678192,30.750000,77.250000
Shimla,2011-08-01,31.104800,77.173400,30.750000,77.250000,393.027283,30.750000,77.250000
Shimla,2011-09-01,31.104800,77.173400,30.750000,77.250000,390.948334,30.750000,77.250000
Shimla,2011-10-01,31.104800,77.173400,30.750000,77.250000,390.981964,30.750000,77.250000
Shimla,2011-11-01,31.104800,77.173400,30.750000,77.250000,391.927155,30.750000,77.250000
Shimla,2011-12-01,31.104800,77.173400,30.750000,77.250000,392.352509,30.750000,77.250000
Shimla,2012-01-01,31.104800,77.173400,30.750000,77.250000,393.597839,30.750000,77.250000
Shimla,2012-02-01,31.104800,77.173400,30.750000,77.250000,394.591034,30.750000,77.250000
Shimla,2012-03-01,31.104800,77.173400,30.750000,77.250000,395.375366,30.750000,77.250000
Shimla,2012-04-01,31.104800,77.173400,30.750000,77.250000,396.600220,30.750000,77.250000
Shimla,2012-05-01,31.104800,77.173400,30.750000,77.250000,397.385101,30.750000,77.250000
Shimla,2012-06-01,31.104800,77.173400,30.750000,77.250000,398.784027,30.750000,77.250000
Shimla,2012-07-01,31.104800,77.173400,30.750000,77.250000,398.851379,30.750000,77.250000
Shimla,2012-08-01,31.104800,77.173400,30.750000,77.250000,395.374725,30.750000,77.250000
Shimla,2012-09-01,31.104800,77.173400,30.750000,77.250000,393.101440,30.750000,77.250000
Shimla,2012-10-01,31.104800,77.173400,30.750000,77.250000,393.141846,30.750000,77.250000
Shimla,2012-11-01,31.104800,77.173400,30.750000,77.250000,394.061432,30.750000,77.250000
Shimla,2012-12-01,31.104800,77.173400,30.750000,77.250000,395.058624,30.750000,77.250000
Shimla,2013-01-01,31.104800,77.173400,30.750000,77.250000,396.128662,30.750000,77.250000
Shimla,2013-02-01,31.104800,77.173400,30.750000,77.250000,396.334198,30.750000,77.250000
Shimla,2013-03-01,31.104800,77.173400,30.750000,77.250000,396.870422,30.750000,77.250000
Shimla,2013-04-01,31.104800,77.173400,30.750000,77.250000,398.870850,30.750000,77.250000
Shimla,2013-05-01,31.104800,77.173400,30.750000,77.250000,399.298737,30.750000,77.250000
Shimla,2013-06-01,31.104800,77.173400,30.750000,77.250000,401.406097,30.750000,77.250000
Shimla,2013-07-01,31.104800,77.173400,30.750000,77.250000,398.395355,30.750000,77.250000
Shimla,2013-08-01,31.104800,77.173400,30.750000,77.250000,396.102875,30.750000,77.250000
Shimla,2013-09-01,31.104800,77.173400,30.750000,77.250000,394.760925,30.750000,77.250000
Shimla,2013-10-01,31.104800,77.173400,30.750000,77.250000,394.678772,30.750000,77.250000
Shimla,2013-11-01,31.104800,77.173400,30.750000,77.250000,394.981293,30.750000,77.250000
Shimla,2013-12-01,31.104800,77.173400,30.750000,77.250000,396.749695,30.750000,77.250000
Shimla,2014-01-01,31.104800,77.173400,30.750000,77.250000,396.848938,30.750000,77.250000
Shimla,2014-02-01,31.104800,77.173400,30.750000,77.250000,397.457916,30.750000,77.250000
Shimla,2014-03-01,31.104800,77.173400,30.750000,77.250000,398.879517,30.750000,77.250000
Shimla,2014-04-01,31.104800,77.173400,30.750000,77.250000,400.112671,30.750000,77.250000
Shimla,2014-05-01,31.104800,77.173400,30.750000,77.250000,401.284943,30.750000,77.250000
Shimla,2014-06-01,31.104800,77.173400,30.750000,77.250000,401.495972,30.750000,77.250000
Shimla,2014-07-01,31.104800,77.173400,30.750000,77.250000,401.088379,30.750000,77.250000
Shimla,2014-08-01,31.104800,77.173400,30.750000,77.250000,398.402466,30.750000,77.250000
Shimla,2014-09-01,31.104800,77.173400,30.750000,77.250000,396.424377,30.750000,77.250000
Shimla,2014-10-01,31.104800,77.173400,30.750000,77.250000,395.173676,30.750000,77.250000
Shimla,2014-11-01,31.104800,77.173400,30.750000,77.250000,395.968933,30.750000,77.250000
Shimla,2014-12-01,31.104800,77.173400,30.750000,77.250000,397.341003,30.750000,77.250000
Shimla,2015-01-01,31.104800,77.173400,30.750000,77.250000,398.184265,30.750000,77.250000
Shimla,2015-02-01,31.104800,77.173400,30.750000,77.250000,399.263824,30.750000,77.250000
Shimla,2015-03-01,31.104800,77.173400,30.750000,77.250000,400.424469,30.750000,77.250000
Shimla,2015-04-01,31.104800,77.173400,30.750000,77.250000,401.769409,30.750000,77.250000
Shimla,2015-05-01,31.104800,77.173400,30.750000,77.250000,402.364716,30.750000,77.250000
Shimla,2015-06-01,31.104800,77.173400,30.750000,77.250000,402.577118,30.750000,77.250000
Shimla,2015-07-01,31.104800,77.173400,30.750000,77.250000,401.919189,30.750000,77.250000
Shimla,2015-08-01,31.104800,77.173400,30.750000,77.250000,400.270325,30.750000,77.250000
Shimla,2015-09-01,31.104800,77.173400,30.750000,77.250000,398.604858,30.750000,77.250000
Shimla,2015-10-01,31.104800,77.173400,30.750000,77.250000,398.287048,30.750000,77.250000
Shimla,2015-11-01,31.104800,77.173400,30.750000,77.250000,399.487671,30.750000,77.250000
Shimla,2015-12-01,31.104800,77.173400,30.750000,77.250000,400.688599,30.750000,77.250000
Shimla,2016-01-01,31.104800,77.173400,30.750000,77.250000,401.655975,30.750000,77.250000
Shimla,2016-02-01,31.104800,77.173400,30.750000,77.250000,402.163208,30.750000,77.250000
Shimla,2016-03-01,31.104800,77.173400,30.750000,77.250000,403.208008,30.750000,77.250000
Shimla,2016-04-01,31.104800,77.173400,30.750000,77.250000,404.866974,30.750000,77.250000
Shimla,2016-05-01,31.104800,77.173400,30.750000,77.250000,407.038818,30.750000,77.250000
Shimla,2016-06-01,31.104800,77.173400,30.750000,77.250000,409.016541,30.750000,77.250000
Shimla,2016-07-01,31.104800,77.173400,30.750000,77.250000,406.592529,30.750000,77.250000
Shimla,2016-08-01,31.104800,77.173400,30.750000,77.250000,403.131500,30.750000,77.250000
Shimla,2016-09-01,31.104800,77.173400,30.750000,77.250000,401.752167,30.750000,77.250000
Shimla,2016-10-01,31.104800,77.173400,30.750000,77.250000,401.084076,30.750000,77.250000
Shimla,2016-11-01,31.104800,77.173400,30.750000,77.250000,401.726318,30.750000,77.250000
Shimla,2016-12-01,31.104800,77.173400,30.750000,77.250000,403.296570,30.750000,77.250000
Shimla,2017-01-01,31.104800,77.173400,30.750000,77.250000,404.079681,30.750000,77.250000
Shimla,2017-02-01,31.104800,77.173400,30.750000,77.250000,404.476410,30.750000,77.250000
Shimla,2017-03-01,31.104800,77.173400,30.750000,77.250000,405.517975,30.750000,77.250000
Shimla,2017-04-01,31.104800,77.173400,30.750000,77.250000,407.135773,30.750000,77.250000
Shimla,2017-05-01,31.104800,77.173400,30.750000,77.250000,408.900208,30.750000,77.250000
Shimla,2017-06-01,31.104800,77.173400,30.750000,77.250000,408.065552,30.750000,77.250000
Shimla,2017-07-01,31.104800,77.173400,30.750000,77.250000,407.579620,30.750000,77.250000
Shimla,2017-08-01,31.104800,77.173400,30.750000,77.250000,405.433777,30.750000,77.250000
Shimla,2017-09-01,31.104800,77.173400,30.750000,77.250000,403.244324,30.750000,77.250000
Shimla,2017-10-01,31.104800,77.173400,30.750000,77.250000,402.160065,30.750000,77.250000
Shimla,2017-11-01,31.104800,77.173400,30.750000,77.250000,402.557220,30.750000,77.250000
Shimla,2017-12-01,31.104800,77.173400,30.750000,77.250000,404.558502,30.750000,77.250000
Shimla,2018-01-01,31.104800,77.173400,30.750000,77.250000,405.613403,30.750000,77.250000
Shimla,2018-02-01,31.104800,77.173400,30.750000,77.250000,406.695282,30.750000,77.250000
Shimla,2018-03-01,31.104800,77.173400,30.750000,77.250000,407.070770,30.750000,77.250000
Shimla,2018-04-01,31.104800,77.173400,30.750000,77.250000,409.306702,30.750000,77.250000
Shimla,2018-05-01,31.104800,77.173400,30.750000,77.250000,410.046021,30.750000,77.250000
Shimla,2018-06-01,31.104800,77.173400,30.750000,77.250000,411.676514,30.750000,77.250000
Shimla,2018-07-01,31.104800,77.173400,30.750000,77.250000,410.547638,30.750000,77.250000
Shimla,2018-08-01,31.104800,77.173400,30.750000,77.250000,408.145050,30.750000,77.250000
Shimla,2018-09-01,31.104800,77.173400,30.750000,77.250000,405.665070,30.750000,77.250000
Shimla,2018-10-01,31.104800,77.173400,30.750000,77.250000,404.929413,30.750000,77.250000
Shimla,2018-11-01,31.104800,77.173400,30.750000,77.250000,405.790802,30.750000,77.250000
Shimla,2018-12-01,31.104800,77.173400,30.750000,77.250000,407.609711,30.750000,77.250000
Shimla,2019-01-01,31.104800,77.173400,30.750000,77.250000,408.685547,30.750000,77.250000
Shimla,2019-02-01,31.104800,77.173400,30.750000,77.250000,409.510681,30.750000,77.250000
Shimla,2019-03-01,31.104800,77.173400,30.750000,77.250000,410.234619,30.750000,77.250000
Shimla,2019-04-01,31.104800,77.173400,30.750000,77.250000,411.849091,30.750000,77.250000
Shimla,2019-05-01,31.104800,77.173400,30.750000,77.250000,413.000244,30.750000,77.250000
Shimla,2019-06-01,31.104800,77.173400,30.750000,77.250000,413.649414,30.750000,77.250000
Shimla,2019-07-01,31.104800,77.173400,30.750000,77.250000,414.637360,30.750000,77.250000
Shimla,2019-08-01,31.104800,77.173400,30.750000,77.250000,411.885925,30.750000,77.250000
Shimla,2019-09-01,31.104800,77.173400,30.750000,77.250000,411.215607,30.750000,77.250000
Shimla,2019-10-01,31.104800,77.173400,30.750000,77.250000,410.223419,30.750000,77.250000
Shimla,2019-11-01,31.104800,77.173400,30.750000,77.250000,410.745911,30.750000,77.250000
Shimla,2019-12-01,31.104800,77.173400,30.750000,77.250000,412.029724,30.750000,77.250000
Shimla,2020-01-01,31.104800,77.173400,30.750000,77.250000,413.044556,30.750000,77.250000
Shimla,2020-02-01,31.104800,77.173400,30.750000,77.250000,413.575653,30.750000,77.250000
Shimla,2020-03-01,31.104800,77.173400,30.750000,77.250000,414.729736,30.750000,77.250000
Shimla,2020-04-01,31.104800,77.173400,30.750000,77.250000,416.014435,30.750000,77.250000
Shimla,2020-05-01,31.104800,77.173400,30.750000,77.250000,416.841248,30.750000,77.250000
Shimla,2020-06-01,31.104800,77.173400,30.750000,77.250000,418.415436,30.750000,77.250000
Shimla,2020-07-01,31.104800,77.173400,30.750000,77.250000,417.769104,30.750000,77.250000
Shimla,2020-08-01,31.104800,77.173400,30.750000,77.250000,416.066223,30.750000,77.250000
Shimla,2020-09-01,31.104800,77.173400,30.750000,77.250000,414.726593,30.750000,77.250000
Shimla,2020-10-01,31.104800,77.173400,30.750000,77.250000,413.952332,30.750000,77.250000
Shimla,2020-11-01,31.104800,77.173400,30.750000,77.250000,414.543976,30.750000,77.250000
Shimla,2020-12-01,31.104800,77.173400,30.750000,77.250000,415.483704,30.750000,77.250000
Manali,2003-01-01,32.239600,77.188700,32.250000,77.250000,374.067719,32.250000,77.250000
Manali,2003-02-01,32.239600,77.188700,32.250000,77.250000,374.920502,32.250000,77.250000
Manali,2003-03-01,32.239600,77.188700,32.250000,77.250000,375.415161,32.250000,77.250000
Manali,2003-04-01,32.239600,77.188700,32.250000,77.250000,376.554077,32.250000,77.250000
Manali,2003-05-01,32.239600,77.188700,32.250000,77.250000,377.320496,32.250000,77.250000
Manali,2003-06-01,32.239600,77.188700,32.250000,77.250000,377.930450,32.250000,77.250000
Manali,2003-07-01,32.239600,77.188700,32.250000,77.250000,376.856079,32.250000,77.250000
Manali,2003-08-01,32.239600,77.188700,32.250000,77.250000,375.086304,32.250000,77.250000
Manali,2003-09-01,32.239600,77.188700,32.250000,77.250000,374.658325,32.250000,77.250000
Manali,2003-10-01,32.239600,77.188700,32.250000,77.250000,374.366852,32.250000,77.250000
Manali,2003-11-01,32.239600,77.188700,32.250000,77.250000,375.469757,32.250000,77.250000
Manali,2003-12-01,32.239600,77.188700,32.250000,77.250000,376.201141,32.250000,77.250000
Manali,2004-01-01,32.239600,77.188700,32.250000,77.250000,377.259308,32.250000,77.250000
Manali,2004-02-01,32.239600,77.188700,32.250000,77.250000,377.576355,32.250000,77.250000
Manali,2004-03-01,32.239600,77.188700,32.250000,77.250000,378.147064,32.250000,77.250000
Manali,2004-04-01,32.239600,77.188700,32.250000,77.250000,379.665802,32.250000,77.250000
Manali,2004-05-01,32.239600,77.188700,32.250000,77.250000,380.042999,32.250000,77.250000
Manali,2004-06-01,32.239600,77.188700,32.250000,77.250000,380.127350,32.250000,77.250000
Manali,2004-07-01,32.239600,77.188700,32.250000,77.250000,379.979401,32.250000,77.250000
Manali,2004-08-01,32.239600,77.188700,32.250000,77.250000,377.824005,32.250000,77.250000
Manali,2004-09-01,32.239600,77.188700,32.250000,77.250000,377.711731,32.250000,77.250000
Manali,2004-10-01,32.239600,77.188700,32.250000,77.250000,376.954803,32.250000,77.250000
Manali,2004-11-01,32.239600,77.188700,32.250000,77.250000,377.774841,32.250000,77.250000
Manali,2004-12-01,32.239600,77.188700,32.250000,77.250000,378.692963,32.250000,77.250000
Manali,2005-01-01,32.239600,77.188700,32.250000,77.250000,379.349579,32.250000,77.250000
Manali,2005-02-01,32.239600,77.188700,32.250000,77.250000,380.383453,32.250000,77.250000
Manali,2005-03-01,32.239600,77.188700,32.250000,77.250000,381.060150,32.250000,77.250000
Manali,2005-04-01,32.239600,77.188700,32.250000,77.250000,381.802368,32.250000,77.250000
Manali,2005-05-01,32.239600,77.188700,32.250000,77.250000,382.544189,32.250000,77.250000
Manali,2005-06-01,32.239600,77.188700,32.250000,77.250000,382.644470,32.250000,77.250000
Manali,2005-07-01,32.239600,77.188700,32.250000,77.250000,382.682648,32.250000,77.250000
Manali,2005-08-01,32.239600,77.188700,32.250000,77.250000,380.473999,32.250000,77.250000
Manali,2005-09-01,32.239600,77.188700,32.250000,77.250000,379.860443,32.250000,77.250000
Manali,2005-10-01,32.239600,77.188700,32.250000,77.250000,379.940002,32.250000,77.250000
Manali,2005-11-01,32.239600,77.188700,32.250000,77.250000,380.538727,32.250000,77.250000
Manali,2005-12-01,32.239600,77.188700,32.250000,77.250000,381.193665,32.250000,77.250000
Manali,2006-01-01,32.239600,77.188700,32.250000,77.250000,382.370880,32.250000,77.250000
Manali,2006-02-01,32.239600,77.188700,32.250000,77.250000,383.027802,32.250000,77.250000
Manali,2006-03-01,32.239600,77.188700,32.250000,77.250000,383.709106,32.250000,77.250000
Manali,2006-04-01,32.239600,77.188700,32.250000,77.250000,384.667480,32.250000,77.250000
Manali,2006-05-01,32.239600,77.188700,32.250000,77.250000,385.963135,32.250000,77.250000
Manali,2006-06-01,32.239600,77.188700,32.250000,77.250000,385.732330,32.250000,77.250000
Manali,2006-07-01,32.239600,77.188700,32.250000,77.250000,384.979034,32.250000,77.250000
Manali,2006-08-01,32.239600,77.188700,32.250000,77.250000,383.244690,32.250000,77.250000
Manali,2006-09-01,32.239600,77.188700,32.250000,77.250000,382.883026,32.250000,77.250000
Manali,2006-10-01,32.239600,77.188700,32.250000,77.250000,382.943848,32.250000,77.250000
Manali,2006-11-01,32.239600,77.188700,32.250000,77.250000,383.282440,32.250000,77.250000
Manali,2006-12-01,32.239600,77.188700,32.250000,77.250000,383.942871,32.250000,77.250000
Manali,2007-01-01,32.239600,77.188700,32.250000,77.250000,384.680420,32.250000,77.250000
Manali,2007-02-01,32.239600,77.188700,32.250000,77.250000,385.747711,32.250000,77.250000
Manali,2007-03-01,32.239600,77.188700,32.250000,77.250000,386.193726,32.250000,77.250000
Manali,2007-04-01,32.239600,77.188700,32.250000,77.250000,387.431976,32.250000,77.250000
Manali,2007-05-01,32.239600,77.188700,32.250000,77.250000,387.886200,32.250000,77.250000
Manali,2007-06-01,32.239600,77.188700,32.250000,77.250000,388.149963,32.250000,77.250000
Manali,2007-07-01,32.239600,77.188700,32.250000,77.250000,386.954407,32.250000,77.250000
Manali,2007-08-01,32.239600,77.188700,32.250000,77.250000,385.158051,32.250000,77.250000
Manali,2007-09-01,32.239600,77.188700,32.250000,77.250000,383.267181,32.250000,77.250000
Manali,2007-10-01,32.239600,77.188700,32.250000,77.250000,382.826904,32.250000,77.250000
Manali,2007-11-01,32.239600,77.188700,32.250000,77.250000,383.427063,32.250000,77.250000
Manali,2007-12-01,32.239600,77.188700,32.250000,77.250000,384.579254,32.250000,77.250000
Manali,2008-01-01,32.239600,77.188700,32.250000,77.250000,385.333252,32.250000,77.250000
Manali,2008-02-01,32.239600,77.188700,32.250000,77.250000,385.277191,32.250000,77.250000
Manali,2008-03-01,32.239600,77.188700,32.250000,77.250000,386.261719,32.250000,77.250000
Manali,2008-04-01,32.239600,77.188700,32.250000,77.250000,387.916809,32.250000,77.250000
Manali,2008-05-01,32.239600,77.188700,32.250000,77.250000,388.670044,32.250000,77.250000
Manali,2008-06-01,32.239600,77.188700,32.250000,77.250000,388.973328,32.250000,77.250000
Manali,2008-07-01,32.239600,77.188700,32.250000,77.250000,387.754974,32.250000,77.250000
Manali,2008-08-01,32.239600,77.188700,32.250000,77.250000,385.761230,32.250000,77.250000
Manali,2008-09-01,32.239600,77.188700,32.250000,77.250000,384.210510,32.250000,77.250000
Manali,2008-10-01,32.239600,77.188700,32.250000,77.250000,384.460083,32.250000,77.250000
Manali,2008-11-01,32.239600,77.188700,32.250000,77.250000,384.841400,32.250000,77.250000
Manali,2008-12-01,32.239600,77.188700,32.250000,77.250000,386.032654,32.250000,77.250000
Manali,2009-01-01,32.239600,77.188700,32.250000,77.250000,386.983154,32.250000,77.250000
Manali,2009-02-01,32.239600,77.188700,32.250000,77.250000,387.497833,32.250000,77.250000
Manali,2009-03-01,32.239600,77.188700,32.250000,77.250000,388.733917,32.250000,77.250000
Manali,2009-04-01,32.239600,77.188700,32.250000,77.250000,389.898376,32.250000,77.250000
Manali,2009-05-01,32.239600,77.188700,32.250000,77.250000,390.468689,32.250000,77.250000
Manali,2009-06-01,32.239600,77.188700,32.250000,77.250000,390.654968,32.250000,77.250000
Manali,2009-07-01,32.239600,77.188700,32.250000,77.250000,390.524017,32.250000,77.250000
Manali,2009-08-01,32.239600,77.188700,32.250000,77.250000,388.204468,32.250000,77.250000
Manali,2009-09-01,32.239600,77.188700,32.250000,77.250000,386.080353,32.250000,77.250000
Manali,2009-10-01,32.239600,77.188700,32.250000,77.250000,385.958557,32.250000,77.250000
Manali,2009-11-01,32.239600,77.188700,32.250000,77.250000,386.651703,32.250000,77.250000
Manali,2009-12-01,32.239600,77.188700,32.250000,77.250000,387.531250,32.250000,77.250000
Manali,2010-01-01,32.239600,77.188700,32.250000,77.250000,388.195740,32.250000,77.250000
Manali,2010-02-01,32.239600,77.188700,32.250000,77.250000,389.280945,32.250000,77.250000
Manali,2010-03-01,32.239600,77.188700,32.250000,77.250000,390.399445,32.250000,77.250000
Manali,2010-04-01,32.239600,77.188700,32.250000,77.250000,392.218842,32.250000,77.250000
Manali,2010-05-01,32.239600,77.188700,32.250000,77.250000,392.728271,32.250000,77.250000
Manali,2010-06-01,32.239600,77.188700,32.250000,77.250000,392.040894,32.250000,77.250000
Manali,2010-07-01,32.239600,77.188700,32.250000,77.250000,392.335571,32.250000,77.250000
Manali,2010-08-01,32.239600,77.188700,32.250000,77.250000,389.773743,32.250000,77.250000
Manali,2010-09-01,32.239600,77.188700,32.250000,77.250000,388.858337,32.250000,77.250000
Manali,2010-10-01,32.239600,77.188700,32.250000,77.250000,388.480896,32.250000,77.250000
Manali,2010-11-01,32.239600,77.188700,32.250000,77.250000,388.943695,32.250000,77.250000
Manali,2010-12-01,32.239600,77.188700,32.250000,77.250000,390.029266,32.250000,77.250000
Manali,2011-01-01,32.239600,77.188700,32.250000,77.250000,390.747955,32.250000,77.250000
Manali,2011-02-01,32.239600,77.188700,32.250000,77.250000,391.502502,32.250000,77.250000
Manali,2011-03-01,32.239600,77.188700,32.250000,77.250000,392.309082,32.250000,77.250000
Manali,2011-04-01,32.239600,77.188700,32.250000,77.250000,393.823639,32.250000,77.250000
Manali,2011-05-01,32.239600,77.188700,32.250000,77.250000,394.497009,32.250000,77.250000
Manali,2011-06-01,32.239600,77.188700,32.250000,77.250000,394.697479,32.250000,77.250000
Manali,2011-07-01,32.239600,77.188700,32.250000,77.250000,394.478455,32.250000,77.250000
Manali,2011-08-01,32.239600,77.188700,32.250000,77.250000,392.114868,32.250000,77.250000
Manali,2011-09-01,32.239600,77.188700,32.250000,77.250000,390.041901,32.250000,77.250000
Manali,2011-10-01,32.239600,77.188700,32.250000,77.250000,390.011963,32.250000,77.250000
Manali,2011-11-01,32.239600,77.188700,32.250000,77.250000,390.725464,32.250000,77.250000
Manali,2011-12-01,32.239600,77.188700,32.250000,77.250000,391.321289,32.250000,77.250000
Manali,2012-01-01,32.239600,77.188700,32.250000,77.250000,392.608093,32.250000,77.250000
Manali,2012-02-01,32.239600,77.188700,32.250000,77.250000,393.418579,32.250000,77.250000
Manali,2012-03-01,32.239600,77.188700,32.250000,77.250000,394.096619,32.250000,77.250000
Manali,2012-04-01,32.239600,77.188700,32.250000,77.250000,395.219879,32.250000,77.250000
Manali,2012-05-01,32.239600,77.188700,32.250000,77.250000,395.913971,32.250000,77.250000
Manali,2012-06-01,32.239600,77.188700,32.250000,77.250000,397.030701,32.250000,77.250000
Manali,2012-07-01,32.239600,77.188700,32.250000,77.250000,396.961365,32.250000,77.250000
Manali,2012-08-01,32.239600,77.188700,32.250000,77.250000,394.589783,32.250000,77.250000
Manali,2012-09-01,32.239600,77.188700,32.250000,77.250000,392.430725,32.250000,77.250000
Manali,2012-10-01,32.239600,77.188700,32.250000,77.250000,392.527130,32.250000,77.250000
Manali,2012-11-01,32.239600,77.188700,32.250000,77.250000,393.027618,32.250000,77.250000
Manali,2012-12-01,32.239600,77.188700,32.250000,77.250000,393.961487,32.250000,77.250000
Manali,2013-01-01,32.239600,77.188700,32.250000,77.250000,394.942352,32.250000,77.250000
Manali,2013-02-01,32.239600,77.188700,32.250000,77.250000,395.326233,32.250000,77.250000
Manali,2013-03-01,32.239600,77.188700,32.250000,77.250000,395.789032,32.250000,77.250000
Manali,2013-04-01,32.239600,77.188700,32.250000,77.250000,397.185333,32.250000,77.250000
Manali,2013-05-01,32.239600,77.188700,32.250000,77.250000,397.746826,32.250000,77.250000
Manali,2013-06-01,32.239600,77.188700,32.250000,77.250000,398.741699,32.250000,77.250000
Manali,2013-07-01,32.239600,77.188700,32.250000,77.250000,396.847473,32.250000,77.250000
Manali,2013-08-01,32.239600,77.188700,32.250000,77.250000,395.292145,32.250000,77.250000
Manali,2013-09-01,32.239600,77.188700,32.250000,77.250000,393.306793,32.250000,77.250000
Manali,2013-10-01,32.239600,77.188700,32.250000,77.250000,393.074585,32.250000,77.250000
Manali,2013-11-01,32.239600,77.188700,32.250000,77.250000,394.026520,32.250000,77.250000
Manali,2013-12-01,32.239600,77.188700,32.250000,77.250000,395.510254,32.250000,77.250000
Manali,2014-01-01,32.239600,77.188700,32.250000,77.250000,395.977692,32.250000,77.250000
Manali,2014-02-01,32.239600,77.188700,32.250000,77.250000,396.501160,32.250000,77.250000
Manali,2014-03-01,32.239600,77.188700,32.250000,77.250000,397.756683,32.250000,77.250000
Manali,2014-04-01,32.239600,77.188700,32.250000,77.250000,398.856079,32.250000,77.250000
Manali,2014-05-01,32.239600,77.188700,32.250000,77.250000,399.766388,32.250000,77.250000
Manali,2014-06-01,32.239600,77.188700,32.250000,77.250000,399.447388,32.250000,77.250000
Manali,2014-07-01,32.239600,77.188700,32.250000,77.250000,399.640106,32.250000,77.250000
Manali,2014-08-01,32.239600,77.188700,32.250000,77.250000,396.915985,32.250000,77.250000
Manali,2014-09-01,32.239600,77.188700,32.250000,77.250000,394.884827,32.250000,77.250000
Manali,2014-10-01,32.239600,77.188700,32.250000,77.250000,393.962463,32.250000,77.250000
Manali,2014-11-01,32.239600,77.188700,32.250000,77.250000,394.882080,32.250000,77.250000
Manali,2014-12-01,32.239600,77.188700,32.250000,77.250000,396.327271,32.250000,77.250000
Manali,2015-01-01,32.239600,77.188700,32.250000,77.250000,397.202576,32.250000,77.250000
Manali,2015-02-01,32.239600,77.188700,32.250000,77.250000,398.300476,32.250000,77.250000
Manali,2015-03-01,32.239600,77.188700,32.250000,77.250000,399.279205,32.250000,77.250000
Manali,2015-04-01,32.239600,77.188700,32.250000,77.250000,400.296326,32.250000,77.250000
Manali,2015-05-01,32.239600,77.188700,32.250000,77.250000,400.796814,32.250000,77.250000
Manali,2015-06-01,32.239600,77.188700,32.250000,77.250000,400.418701,32.250000,77.250000
Manali,2015-07-01,32.239600,77.188700,32.250000,77.250000,400.130219,32.250000,77.250000
Manali,2015-08-01,32.239600,77.188700,32.250000,77.250000,398.395142,32.250000,77.250000
Manali,2015-09-01,32.239600,77.188700,32.250000,77.250000,397.539459,32.250000,77.250000
Manali,2015-10-01,32.239600,77.188700,32.250000,77.250000,396.936554,32.250000,77.250000
Manali,2015-11-01,32.239600,77.188700,32.250000,77.250000,398.080780,32.250000,77.250000
Manali,2015-12-01,32.239600,77.188700,32.250000,77.250000,399.108917,32.250000,77.250000
Manali,2016-01-01,32.239600,77.188700,32.250000,77.250000,399.934326,32.250000,77.250000
Manali,2016-02-01,32.239600,77.188700,32.250000,77.250000,400.541931,32.250000,77.250000
Manali,2016-03-01,32.239600,77.188700,32.250000,77.250000,401.894989,32.250000,77.250000
Manali,2016-04-01,32.239600,77.188700,32.250000,77.250000,403.417755,32.250000,77.250000
Manali,2016-05-01,32.239600,77.188700,32.250000,77.250000,404.723938,32.250000,77.250000
Manali,2016-06-01,32.239600,77.188700,32.250000,77.250000,406.181183,32.250000,77.250000
Manali,2016-07-01,32.239600,77.188700,32.250000,77.250000,404.611359,32.250000,77.250000
Manali,2016-08-01,32.239600,77.188700,32.250000,77.250000,402.382812,32.250000,77.250000
Manali,2016-09-01,32.239600,77.188700,32.250000,77.250000,399.782806,32.250000,77.250000
Manali,2016-10-01,32.239600,77.188700,32.250000,77.250000,399.198273,32.250000,77.250000
Manali,2016-11-01,32.239600,77.188700,32.250000,77.250000,400.482819,32.250000,77.250000
Manali,2016-12-01,32.239600,77.188700,32.250000,77.250000,401.477722,32.250000,77.250000
Manali,2017-01-01,32.239600,77.188700,32.250000,77.250000,402.955536,32.250000,77.250000
Manali,2017-02-01,32.239600,77.188700,32.250000,77.250000,403.132874,32.250000,77.250000
Manali,2017-03-01,32.239600,77.188700,32.250000,77.250000,404.236267,32.250000,77.250000
Manali,2017-04-01,32.239600,77.188700,32.250000,77.250000,405.446808,32.250000,77.250000
Manali,2017-05-01,32.239600,77.188700,32.250000,77.250000,406.352234,32.250000,77.250000
Manali,2017-06-01,32.239600,77.188700,32.250000,77.250000,405.954895,32.250000,77.250000
Manali,2017-07-01,32.239600,77.188700,32.250000,77.250000,405.968048,32.250000,77.250000
Manali,2017-08-01,32.239600,77.188700,32.250000,77.250000,404.284363,32.250000,77.250000
Manali,2017-09-01,32.239600,77.188700,32.250000,77.250000,401.708679,32.250000,77.250000
Manali,2017-10-01,32.239600,77.188700,32.250000,77.250000,400.558411,32.250000,77.250000
