_id,SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Telemetry Hourly Rainfall (mm)
1680,1680,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,24-08-2026 21:00,310
1681,1681,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,24-08-2026 22:00,309.5
1682,1682,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,24-08-2026 23:00,309.5
1683,1683,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,25-08-2026 00:00,309
1684,1684,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,25-08-2026 01:00,308
1685,1685,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,25-08-2026 02:00,308
1686,1686,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,25-08-2026 03:00,307
1687,1687,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,25-08-2026 04:00,306.5
1688,1688,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,25-08-2026 05:00,307
1689,1689,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,25-08-2026 06:00,307.5
1690,1690,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,25-08-2026 07:00,306.5
1691,1691,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,25-08-2026 08:00,319
1692,1692,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,25-08-2026 09:00,340
1693,1693,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,25-08-2026 10:00,343.5
1694,1694,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,25-08-2026 11:00,345
1695,1695,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,25-08-2026 12:00,346
1696,1696,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,25-08-2026 13:00,350.5
1697,1697,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,25-08-2026 14:00,351.5
1698,1698,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,25-08-2026 15:00,333.5
1699,1699,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,25-08-2026 17:00,321.5
1700,1700,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,25-08-2026 18:00,319
1701,1701,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,25-08-2026 19:00,316
1702,1702,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,25-08-2026 20:00,313
1703,1703,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,25-08-2026 21:00,310.5
1704,1704,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,25-08-2026 22:00,310
1705,1705,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,26-08-2026 00:00,1
1706,1706,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,26-08-2026 00:00,306
1707,1707,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,26-08-2026 01:00,306
1708,1708,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,26-08-2026 02:00,305
1709,1709,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,26-08-2026 03:00,305.5
1710,1710,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,26-08-2026 04:00,304.5
1711,1711,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,26-08-2026 05:00,305
1712,1712,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,26-08-2026 05:00,2
1713,1713,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,26-08-2026 06:00,4
1714,1714,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,26-08-2026 06:00,304.5
1715,1715,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,26-08-2026 07:00,6.5
1716,1716,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,26-08-2026 07:00,305
1717,1717,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,26-08-2026 08:00,2.5
1718,1718,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,26-08-2026 08:00,2.5
1719,1719,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,26-08-2026 09:00,1
1720,1720,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,26-08-2026 09:00,307.5
1721,1721,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,26-08-2026 10:00,1.5
1722,1722,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,26-08-2026 10:00,1.5
1723,1723,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,26-08-2026 11:00,323.5
1724,1724,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,26-08-2026 11:00,0.5
1725,1725,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,26-08-2026 12:00,321
1726,1726,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,26-08-2026 13:00,333
1727,1727,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,26-08-2026 14:00,331
1728,1728,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,26-08-2026 15:00,331
1729,1729,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,26-08-2026 16:00,321
1730,1730,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,26-08-2026 17:00,315
1731,1731,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,26-08-2026 19:00,312.5
1732,1732,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,26-08-2026 20:00,311
1733,1733,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,26-08-2026 21:00,311
1734,1734,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,26-08-2026 22:00,310
1735,1735,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,26-08-2026 23:00,308.5
1736,1736,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,27-08-2026 00:00,307.5
1737,1737,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,27-08-2026 01:00,306.5
1738,1738,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,27-08-2026 02:00,305.5
1739,1739,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,27-08-2026 03:00,304.5
1740,1740,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,27-08-2026 04:00,303
1741,1741,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,27-08-2026 05:00,304
1742,1742,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,27-08-2026 06:00,306.5
1743,1743,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,27-08-2026 07:00,313
1744,1744,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,27-08-2026 08:00,318
1745,1745,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,27-08-2026 09:00,341.5
1746,1746,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,27-08-2026 10:00,356.5
1747,1747,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,27-08-2026 11:00,348.5
1748,1748,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,27-08-2026 12:00,341.5
1749,1749,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,27-08-2026 13:00,338
1750,1750,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,27-08-2026 14:00,339
1751,1751,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,27-08-2026 15:00,334
1752,1752,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,27-08-2026 16:00,328
1753,1753,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,27-08-2026 17:00,323
1754,1754,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,27-08-2026 18:00,318
1755,1755,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,27-08-2026 19:00,317
1756,1756,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,27-08-2026 20:00,315.5
1757,1757,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,27-08-2026 21:00,314.5
1758,1758,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,27-08-2026 22:00,312.5
1759,1759,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,27-08-2026 23:00,310
1760,1760,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,28-08-2026 00:00,307.5
1761,1761,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,28-08-2026 01:00,307
1762,1762,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,28-08-2026 02:00,0.5
1763,1763,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,28-08-2026 02:00,305.5
1764,1764,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,28-08-2026 03:00,305.5
1765,1765,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,28-08-2026 04:00,306.5
1766,1766,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,28-08-2026 05:00,307.5
1767,1767,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,28-08-2026 06:00,310
1768,1768,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,28-08-2026 07:00,310.5
1769,1769,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,28-08-2026 08:00,321
1770,1770,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,28-08-2026 09:00,332.5
1771,1771,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,28-08-2026 10:00,353
1772,1772,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,28-08-2026 11:00,353.5
1773,1773,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,28-08-2026 12:00,355.5
1774,1774,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,28-08-2026 13:00,338.5
1775,1775,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,28-08-2026 14:00,339.5
1776,1776,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,28-08-2026 15:00,336.5
1777,1777,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,28-08-2026 18:00,4
1778,1778,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,28-08-2026 18:00,312
1779,1779,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,28-08-2026 19:00,1.5
1780,1780,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,28-08-2026 19:00,309.5
1781,1781,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,28-08-2026 20:00,309
1782,1782,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,28-08-2026 21:00,0.5
1783,1783,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,28-08-2026 21:00,310.5
1784,1784,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,28-08-2026 22:00,1
1785,1785,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,28-08-2026 22:00,309.5
1786,1786,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,28-08-2026 23:00,308.5
1787,1787,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,29-08-2026 00:00,306
1788,1788,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,29-08-2026 01:00,305.5
1789,1789,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,29-08-2026 02:00,305
1790,1790,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,29-08-2026 03:00,304.5
1791,1791,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,29-08-2026 04:00,303
1792,1792,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,29-08-2026 05:00,304
1793,1793,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,29-08-2026 06:00,306.5
1794,1794,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,29-08-2026 06:00,0.5
1795,1795,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,29-08-2026 07:00,310
1796,1796,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,29-08-2026 08:00,315
1797,1797,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,29-08-2026 09:00,341
1798,1798,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,29-08-2026 10:00,345.5
1799,1799,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,29-08-2026 11:00,355
1800,1800,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,29-08-2026 12:00,338.5
1801,1801,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,29-08-2026 13:00,317
1802,1802,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,29-08-2026 14:00,1
1803,1803,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,29-08-2026 14:00,314.5
1804,1804,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,29-08-2026 15:00,313.5
1805,1805,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,29-08-2026 16:00,316.5
1806,1806,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,29-08-2026 17:00,313
1807,1807,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,29-08-2026 18:00,312.5
1808,1808,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,29-08-2026 19:00,312.5
1809,1809,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,29-08-2026 20:00,311.5
1810,1810,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,29-08-2026 21:00,312
1811,1811,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,29-08-2026 23:00,309
1812,1812,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,30-08-2026 00:00,308.5
1813,1813,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,30-08-2026 01:00,308.5
1814,1814,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,30-08-2026 02:00,309
1815,1815,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,30-08-2026 03:00,307
