_id,SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Telemetry Hourly Rainfall (mm)
1,1,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,14-01-2026 08:00,250
2,2,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,14-01-2026 09:00,270
3,3,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,14-01-2026 13:00,298
4,4,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,14-01-2026 17:00,268.5
5,5,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,14-01-2026 19:00,260
6,6,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,14-01-2026 20:00,257.5
7,7,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,14-01-2026 23:00,130
8,8,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,15-01-2026 01:00,244.5
9,9,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,15-01-2026 03:00,242.5
10,10,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,15-01-2026 04:00,240
11,11,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,15-01-2026 12:00,282.5
12,12,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,20-01-2026 05:00,254.5
13,13,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,20-01-2026 09:00,264
14,14,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,20-01-2026 13:00,287
15,15,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,20-01-2026 14:00,289.5
16,16,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,20-01-2026 16:00,267
17,17,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,20-01-2026 21:00,260.5
18,18,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,21-01-2026 00:00,257.5
19,19,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,21-01-2026 01:00,255
20,20,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,21-01-2026 03:00,252
21,21,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,21-01-2026 04:00,250
22,22,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,21-01-2026 06:00,250
23,23,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,21-01-2026 08:00,255.5
24,24,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,21-01-2026 10:00,286.5
25,25,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,28-01-2026 09:00,273
26,26,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,28-01-2026 11:00,284
27,27,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,28-01-2026 12:00,276
28,28,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,28-01-2026 16:00,269
29,29,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,28-01-2026 18:00,267
30,30,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,28-01-2026 23:00,170.5
31,31,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,29-01-2026 04:00,248
32,32,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,29-01-2026 05:00,247
33,33,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,29-01-2026 06:00,248.5
34,34,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,29-01-2026 13:00,278
35,35,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,29-01-2026 14:00,278
36,36,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,29-01-2026 16:00,272.5
37,37,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,29-01-2026 17:00,271.5
38,38,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,29-01-2026 19:00,265
39,39,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,29-01-2026 20:00,266.5
40,40,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,29-01-2026 22:00,257.5
41,41,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,29-01-2026 23:00,258
42,42,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,30-01-2026 00:00,255.5
43,43,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,30-01-2026 01:00,253
44,44,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,30-01-2026 04:00,246.5
45,45,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,30-01-2026 06:00,244
46,46,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,30-01-2026 08:00,256
47,47,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,30-01-2026 09:00,277.5
48,48,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,30-01-2026 10:00,287.5
49,49,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,30-01-2026 12:00,295.5
50,50,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,30-01-2026 18:00,274
51,51,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,30-01-2026 21:00,267
52,52,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,31-01-2026 01:00,258.5
53,53,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,31-01-2026 05:00,253.5
54,54,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,31-01-2026 07:00,262
55,55,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,31-01-2026 08:00,266
56,56,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,31-01-2026 16:00,277.5
57,57,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,31-01-2026 23:00,261
58,58,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,01-02-2026 07:00,258
59,59,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,01-02-2026 09:00,279.5
60,60,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,01-02-2026 11:00,291.5
61,61,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,01-02-2026 12:00,299
62,62,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,01-02-2026 15:00,287
63,63,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,01-02-2026 18:00,274
64,64,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,01-02-2026 20:00,270.5
65,65,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,01-02-2026 21:00,268.5
66,66,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,01-02-2026 23:00,265.5
67,67,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,02-02-2026 01:00,263
68,68,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,02-02-2026 08:00,262.5
69,69,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,02-02-2026 09:00,283.5
70,70,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,02-02-2026 11:00,294.5
71,71,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,02-02-2026 19:00,269.5
72,72,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,02-02-2026 23:00,264
73,73,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,03-02-2026 02:00,260
74,74,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,03-02-2026 08:00,267
75,75,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,03-02-2026 09:00,285.5
76,76,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,03-02-2026 16:00,286.5
77,77,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,03-02-2026 17:00,282
78,78,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,03-02-2026 21:00,267.5
79,79,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,03-02-2026 23:00,259.5
80,80,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,04-02-2026 01:00,257
81,81,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,04-02-2026 07:00,254
82,82,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,04-02-2026 08:00,264
83,83,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,04-02-2026 13:00,294
84,84,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,04-02-2026 17:00,274
85,85,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,04-02-2026 19:00,269.5
86,86,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,04-02-2026 22:00,264
87,87,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,05-02-2026 02:00,254.5
88,88,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,05-02-2026 04:00,250.5
89,89,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,05-02-2026 19:00,269
90,90,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,05-02-2026 21:00,266
91,91,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,05-02-2026 23:00,264
92,92,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,06-02-2026 00:00,262
93,93,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,06-02-2026 08:00,263
94,94,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,06-02-2026 09:00,275
95,95,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,06-02-2026 17:00,271
96,96,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,06-02-2026 18:00,268
97,97,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,06-02-2026 20:00,264
98,98,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,06-02-2026 21:00,264
99,99,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,06-02-2026 23:00,261.5
100,100,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,07-02-2026 03:00,257
101,101,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,07-02-2026 04:00,256.5
102,102,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,07-02-2026 09:00,271
103,103,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,07-02-2026 17:00,269.5
104,104,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,07-02-2026 18:00,266.5
105,105,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,07-02-2026 19:00,266
106,106,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,07-02-2026 23:00,258
107,107,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,08-02-2026 00:00,258.5
108,108,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,08-02-2026 02:00,255.5
109,109,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,08-02-2026 06:00,251.5
110,110,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,08-02-2026 07:00,255.5
111,111,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,08-02-2026 11:00,287.5
112,112,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,08-02-2026 23:00,262
113,113,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,09-02-2026 03:00,259
114,114,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,09-02-2026 05:00,251
115,115,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,09-02-2026 06:00,250
116,116,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,09-02-2026 08:00,264
117,117,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,09-02-2026 11:00,289.5
118,118,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,09-02-2026 16:00,279
119,119,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,09-02-2026 22:00,265.5
120,120,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,09-02-2026 23:00,265
121,121,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,10-02-2026 02:00,262
122,122,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,10-02-2026 03:00,261.5
123,123,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,10-02-2026 05:00,261
124,124,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,10-02-2026 06:00,262
125,125,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,10-02-2026 07:00,265.5
126,126,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,10-02-2026 09:00,284.5
127,127,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,11-02-2026 09:00,285.5
128,128,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,11-02-2026 11:00,286.5
129,129,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,11-02-2026 15:00,274.5
130,130,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,11-02-2026 17:00,260
131,131,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,11-02-2026 18:00,257
132,132,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,11-02-2026 19:00,0.5
133,133,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,11-02-2026 20:00,258
134,134,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,11-02-2026 23:00,260.5
135,135,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,12-02-2026 06:00,255.5
136,136,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,12-02-2026 07:00,258
137,137,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,12-02-2026 09:00,288.5
138,138,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,12-02-2026 12:00,305
139,139,DAC Mangan,Sikkim,11,Sikkim,226,MANGAN,MANGAN,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.49833333,88.53583333,12-02-2026 14:00,301
