SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Telemetry Hourly Rainfall (mm)
26606,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,08-10-2024 01:00,0.5
26607,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,08-10-2024 03:00,0.5
26608,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,08-10-2024 03:00,0.5
26609,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,08-10-2024 04:00,0.5
26610,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,08-10-2024 04:00,0.5
26611,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,08-10-2024 06:00,0.5
26612,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,08-10-2024 06:00,0.5
26613,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,08-10-2024 07:00,0.5
26614,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,08-10-2024 07:00,0.5
26615,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,08-10-2024 08:00,0.5
26616,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,08-10-2024 08:00,0.5
26617,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,08-10-2024 09:00,0.5
26618,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,08-10-2024 09:00,0.5
26619,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,08-10-2024 10:00,0.5
26620,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,08-10-2024 10:00,0.5
26621,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,08-10-2024 11:00,0.5
26622,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,08-10-2024 11:00,0.5
26623,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,08-10-2024 13:00,0.5
26624,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,08-10-2024 13:00,0.5
26625,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,08-10-2024 14:00,0.5
26626,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,08-10-2024 14:00,0.5
26627,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,08-10-2024 15:00,0.5
26628,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,08-10-2024 15:00,0.5
26629,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,08-10-2024 16:00,0.5
26630,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,08-10-2024 16:00,0.5
26631,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,08-10-2024 17:00,0.5
26632,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,08-10-2024 17:00,0.5
26633,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,08-10-2024 18:00,0.5
26634,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,08-10-2024 18:00,0.5
26635,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,08-10-2024 19:00,0.5
26636,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,08-10-2024 19:00,0.5
26637,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,08-10-2024 20:00,0.5
26638,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,08-10-2024 20:00,0.5
26639,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,08-10-2024 21:00,0.5
26640,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,08-10-2024 21:00,0.5
26641,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,08-10-2024 22:00,0.5
26642,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,08-10-2024 22:00,0.5
26643,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,09-10-2024 00:00,0.5
26644,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,09-10-2024 00:00,0.5
26645,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,09-10-2024 01:00,0.5
26646,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,09-10-2024 01:00,0.5
26647,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,09-10-2024 02:00,0.5
26648,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,09-10-2024 02:00,0.5
26649,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,09-10-2024 03:00,0.5
26650,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,09-10-2024 03:00,0.5
26651,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,09-10-2024 05:00,1
26652,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,09-10-2024 05:00,1
26653,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,09-10-2024 06:00,0.5
26654,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,09-10-2024 06:00,0.5
26655,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,09-10-2024 07:00,0.5
26656,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,09-10-2024 07:00,0.5
26657,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,09-10-2024 08:00,1
26658,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,09-10-2024 08:00,1
26659,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,09-10-2024 09:00,0.5
26660,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,09-10-2024 09:00,0.5
26661,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,09-10-2024 10:00,0.5
26662,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,09-10-2024 10:00,0.5
26663,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,09-10-2024 11:00,0.5
26664,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,09-10-2024 11:00,0.5
26665,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,09-10-2024 12:00,1
26666,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,09-10-2024 12:00,1
26667,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,09-10-2024 13:00,0.5
26668,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,09-10-2024 13:00,0.5
26669,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,09-10-2024 14:00,0.5
26670,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,09-10-2024 14:00,0.5
26671,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,09-10-2024 15:00,0.5
26672,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,09-10-2024 15:00,0.5
26673,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,09-10-2024 16:00,0.5
26674,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,09-10-2024 16:00,0.5
26675,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,09-10-2024 17:00,0.5
26676,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,09-10-2024 17:00,0.5
26677,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,09-10-2024 18:00,0.5
26678,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,09-10-2024 18:00,0.5
26679,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,09-10-2024 19:00,0.5
26680,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,09-10-2024 19:00,0.5
26681,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,09-10-2024 20:00,0.5
26682,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,09-10-2024 20:00,0.5
26683,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,09-10-2024 21:00,1
26684,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,09-10-2024 21:00,1
26685,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,09-10-2024 23:00,0.5
26686,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,09-10-2024 23:00,0.5
26687,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,10-10-2024 00:00,0.5
26688,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,10-10-2024 00:00,0.5
26689,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,10-10-2024 01:00,0.5
26690,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,10-10-2024 01:00,0.5
26691,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,10-10-2024 02:00,0.5
26692,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,10-10-2024 02:00,0.5
26693,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,10-10-2024 03:00,0.5
26694,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,10-10-2024 03:00,0.5
26695,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,10-10-2024 04:00,0.5
26696,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,10-10-2024 04:00,0.5
26697,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,10-10-2024 05:00,0.5
26698,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,10-10-2024 05:00,0.5
26699,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,10-10-2024 06:00,0.5
26700,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,10-10-2024 06:00,0.5
26701,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,10-10-2024 07:00,0.5
26702,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,10-10-2024 07:00,0.5
26703,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,10-10-2024 08:00,0.5
26704,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,10-10-2024 08:00,0.5
26705,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,10-10-2024 09:00,0.5
26706,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,10-10-2024 09:00,0.5
26707,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,10-10-2024 10:00,0.5
26708,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,10-10-2024 10:00,0.5
26709,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,10-10-2024 11:00,1
26710,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,10-10-2024 11:00,1
26711,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,10-10-2024 12:00,0.5
26712,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,10-10-2024 12:00,0.5
26713,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,10-10-2024 13:00,0.5
26714,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,10-10-2024 13:00,0.5
26715,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,10-10-2024 14:00,0.5
26716,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,10-10-2024 14:00,0.5
26717,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,10-10-2024 15:00,0.5
26718,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,10-10-2024 15:00,0.5
26719,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,10-10-2024 16:00,0.5
26720,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,10-10-2024 16:00,0.5
26721,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,10-10-2024 17:00,0.5
26722,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,10-10-2024 17:00,0.5
26723,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,10-10-2024 18:00,0.5
26724,Doimuk Bridge Point,Arunachal SW,12,Arunachal Pradesh,237,PAPUM PARE,DOIMUKH,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,27.13500000,93.75583333,10-10-2024 18:00,0.5
