_id,SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Telemetry Hourly Rainfall (mm)
1,1,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,14-06-2019 22:30,2.5
2,2,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,14-06-2019 23:30,0.5
3,3,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,15-06-2019 01:30,4
4,4,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,15-06-2019 02:30,1.5
5,5,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,15-06-2019 03:30,6
6,6,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,15-06-2019 04:30,1
7,7,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,15-06-2019 05:30,1.5
8,8,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,15-06-2019 06:30,2
9,9,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,15-06-2019 07:30,2.5
10,10,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,15-06-2019 22:30,0.5
11,11,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,15-06-2019 23:30,0.5
12,12,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,16-06-2019 03:30,1.5
13,13,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,16-06-2019 04:30,1.5
14,14,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,16-06-2019 05:30,2
15,15,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,16-06-2019 06:30,5
16,16,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,16-06-2019 07:30,1
17,17,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,16-06-2019 09:30,0.5
18,18,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,16-06-2019 16:30,0.5
19,19,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,16-06-2019 20:30,0.5
20,20,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,16-06-2019 22:30,0.5
21,21,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,16-06-2019 23:30,0.5
22,22,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,17-06-2019 02:30,1.5
23,23,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,17-06-2019 03:30,1.5
24,24,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,17-06-2019 04:30,1.5
25,25,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,17-06-2019 05:30,1
26,26,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,17-06-2019 06:30,0.5
27,27,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,17-06-2019 07:30,0.5
28,28,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,17-06-2019 08:30,1.5
29,29,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,17-06-2019 10:30,0.5
30,30,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,18-06-2019 08:30,0.5
31,31,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,19-06-2019 08:30,0.5
32,32,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,20-06-2019 09:30,0.5
33,33,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,21-06-2019 19:30,6.5
34,34,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,22-06-2019 17:30,0.5
35,35,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,23-06-2019 13:30,0.5
36,36,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,23-06-2019 16:30,0.5
37,37,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,25-06-2019 01:30,0.5
38,38,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,25-06-2019 02:30,0.5
39,39,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,25-06-2019 03:30,0.5
40,40,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,25-06-2019 04:30,2
41,41,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,25-06-2019 05:30,1.5
42,42,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,25-06-2019 06:30,6.5
43,43,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,25-06-2019 07:30,3
44,44,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,25-06-2019 08:30,1
45,45,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,25-06-2019 10:30,0.5
46,46,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,25-06-2019 14:30,0.5
47,47,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,25-06-2019 20:30,1
48,48,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,25-06-2019 21:30,4
49,49,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,25-06-2019 22:30,2.5
50,50,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,25-06-2019 23:30,2
51,51,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,26-06-2019 00:30,0.5
52,52,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,26-06-2019 01:30,3
53,53,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,26-06-2019 02:30,2
54,54,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,26-06-2019 03:30,1
55,55,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,26-06-2019 04:30,0.5
56,56,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,26-06-2019 15:30,0.5
57,57,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,26-06-2019 16:30,1.5
58,58,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,27-06-2019 07:30,0.5
59,59,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,27-06-2019 13:30,4
60,60,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,27-06-2019 20:30,1.5
61,61,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,27-06-2019 21:30,1.5
62,62,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,28-06-2019 00:30,0.5
63,63,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,28-06-2019 07:30,1
64,64,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,28-06-2019 08:30,0.5
65,65,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,28-06-2019 23:30,1
66,66,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,29-06-2019 00:30,1
67,67,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,29-06-2019 01:30,12
68,68,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,29-06-2019 02:30,0.5
69,69,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,29-06-2019 17:30,0.5
70,70,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,29-06-2019 20:30,4
71,71,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,29-06-2019 21:30,5
72,72,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,29-06-2019 22:30,14
73,73,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,29-06-2019 23:30,1.5
74,74,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,30-06-2019 00:30,0.5
75,75,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,02-07-2019 02:30,0.5
76,76,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,02-07-2019 03:30,10
77,77,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,02-07-2019 04:30,5
78,78,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,03-07-2019 01:30,0.5
79,79,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,03-07-2019 03:30,0.5
80,80,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,05-07-2019 11:30,0.5
81,81,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,05-07-2019 12:30,5
82,82,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,05-07-2019 13:30,0.5
83,83,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,05-07-2019 20:30,0.5
84,84,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,05-07-2019 22:30,1.5
85,85,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,05-07-2019 23:30,1
86,86,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,06-07-2019 01:30,0.5
87,87,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,06-07-2019 06:30,0.5
88,88,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,06-07-2019 18:30,2
89,89,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,06-07-2019 19:30,2.5
90,90,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,06-07-2019 20:30,5
91,91,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,06-07-2019 21:30,4.5
92,92,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,06-07-2019 22:30,4.5
93,93,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,06-07-2019 23:30,6
94,94,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,07-07-2019 00:30,11
95,95,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,07-07-2019 01:30,4.5
96,96,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,07-07-2019 02:30,1
97,97,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,07-07-2019 03:30,0.5
98,98,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,07-07-2019 04:30,0.5
99,99,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,07-07-2019 11:30,0.5
100,100,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,07-07-2019 12:30,0.5
101,101,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,07-07-2019 18:30,2.5
102,102,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,07-07-2019 19:30,0.5
103,103,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,07-07-2019 20:30,0.5
104,104,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,07-07-2019 21:30,1
105,105,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,07-07-2019 22:30,1
106,106,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,07-07-2019 23:30,1.5
107,107,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,08-07-2019 00:30,10
108,108,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,08-07-2019 01:30,6.5
109,109,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,08-07-2019 02:30,1
110,110,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,08-07-2019 03:30,1
111,111,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,08-07-2019 04:30,3
112,112,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,08-07-2019 05:30,3.5
113,113,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,08-07-2019 06:30,5
114,114,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,08-07-2019 07:30,14.5
115,115,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,08-07-2019 08:30,10
116,116,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,08-07-2019 09:30,2
117,117,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,08-07-2019 10:30,0.5
118,118,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,08-07-2019 11:30,0.5
119,119,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,08-07-2019 14:30,2.5
120,120,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,08-07-2019 15:30,0.5
121,121,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,08-07-2019 17:30,0.5
122,122,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,08-07-2019 18:30,1
123,123,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,08-07-2019 20:30,11.5
124,124,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,08-07-2019 21:30,1
125,125,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,08-07-2019 23:30,0.5
126,126,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,09-07-2019 01:30,0.5
127,127,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,09-07-2019 02:30,0.5
128,128,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,09-07-2019 03:30,3.5
129,129,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,09-07-2019 04:30,2.5
130,130,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,09-07-2019 05:30,7
131,131,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,09-07-2019 06:30,6.5
132,132,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,09-07-2019 07:30,4.5
133,133,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,09-07-2019 08:30,4
134,134,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,09-07-2019 09:30,2.5
135,135,Dentam,CWC,11,Sikkim,742,SORENG,-,-,-,Brahmaputra,Brahmaputra,Teesta,Rangit,Kalez Khola,Kalez Khola,27.26333333,88.13027778,09-07-2019 19:30,11
